INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
91,"Po sikur e gjithë klasa jonë drejtuese të përbëhej nga pedofilë të kontrolluar nga Hebrenjtë? Kjo do të shpjegonte shumë.","Explain what exactly?",JEWS,V1
92,"Ndoshta OKB-ja mund të flasë me ato vende aziatike dhe afrikane që janë përgjegjëse për mbi 90% të ndotjes së oqeaneve në vend që të këmbëngulë në këtë budallallëk për ndryshimet klimatike.","Everyone on the planet has a responsibility towards the climate.",other,V1
93,"Ndoshta OKB-ja mund të flasë me ato vende aziatike dhe afrikane që janë përgjegjëse për mbi 90% të ndotjes së oqeaneve në vend që të këmbëngulë në këtë budallallëk për ndryshimet klimatike.","Everyone coming together to help climate change will inevitably make a change.",other,V1
94,"Pakistan: 202 milionë Nigeria: 193 milionë Bangladesh: 165 milionë Etiopi: 107 milionë Kongo: 84 milionë Britania e Madhe: 66 milionë ‘Pakicat etnike’ Mos më bëj të qesh me gjithë shpirt!","Ethnic minorities is a term used within a specific context, here for example, in the UK, people from these countries are minorities.",MIGRANTS,V1
95,"Ja pse gratë nuk i përkasin politikës, nëse një burrë ankohej si ato, do të quhej frikacak dhe do t’i thuhej të largohej nga puna. Barazia është një gënjeshtër dhe feminizmi është dënimi me vdekje për çdo civilizim.","Equality means that a man would not be called a coward. Women have plenty to offer the world of politics and as much of a right to take part as anyone else.",WOMEN,V1
96,"Hebrenjtë bënë: Sulmin ndaj USS Liberty, sulmin ndaj hotelit King David, New York 9/11, Londër 7/7","Do you have any proof?",JEWS,V1
97,"Hebrenjtë bënë: Sulmin ndaj USS Liberty, sulmin ndaj hotelit King David, New York 9/11, Londër 7/7","Do you have any proof of this?",JEWS,V1
98,"Gratë janë në thelb si fëmijë, të tilla mbeten shumicën e jetës së tyre. Të buta dhe emocionale. Kjo e ka shkatërruar qytetërimin tonë dikur të madh patriarkal.","Compassion and empathy are valuable assets in any civilisation.",WOMEN,V1
99,"Duhet të jetë e vështirë të jesh gay. Ata duhet të bëjnë gjithçka që bëjmë ne por edhe të gjejnë kohë për të ngacmuar fëmijët.","Child molesters are not all gay, just as men are not all rapists.",LGBT+,V1
100,Ata kanë fuqinë të ndalojnë filmat dhe të censurojnë regjisorët, kjo është provë që hebrenjtë kontrollojnë Hollywood-in.,"Censure and banning protect the vulnerable from seeing harmful content. Not such a bad thing, whoever does it.",JEWS,V1
101,Hebrenjtë globalë nuk e deshën Brexit-in dhe po bëjnë gjithçka për ta sabotuar.,"Brexit will be damaging for many of us, plenty of people oppose it.",JEWS,V1
102,Hebrenjtë globalë nuk e deshën Brexit-in dhe po bëjnë gjithçka për ta sabotuar.,Brexit is a good thing then?,JEWS,V1
103,"Gratë janë në thelb si fëmijë, ato mbeten kështu gjatë pjesës më të madhe të jetës. Të buta dhe emocionale. Kjo e ka shkatërruar civilizimin tonë dikur të madh patriarkal.","Both men and women can possess characteristics like 'soft' and 'emotional',which are not determined by gender, nor are they a negative thing. Maybe we could all use a bit more compassion and 'emotion' in today's world?",WOMEN,V1
104,Numri i të huajve që marrin përfitime në MB është rritur me 41% në 5 vjet me mbi 400 mijë që tani marrin pagesa. Kjo marrëzi duhet të ndalet.,"Benefits are a thing created to help everyone, every ethnicity can claim them in order to live off it isn't a thing specifically for 'foreigners'",MIGRANTS,V1
105,"E mora këtë në Wanstead, lindje të Londrës. Një zonë me shtëpi mbi 1 milion £. Lypës në rrugën kryesore dhe dikush që fle në stol. Nuk mund të strehojmë njerëzit tanë, por sjellim miliona të tjerë. Të thuash që pastrehësia vjen nga emigracioni i pakontrolluar të quajnë ‘racist’.","Asylum seekers and refugees deserve our compassion, not condemnation.",MIGRANTS,V1
106,Cili është ndryshimi mes një lope dhe Holokaustit? Ti ndalon së mjeluri lopën pas 70 vitesh.,Are you aware of all the genocides that have happened since the Holocaust?.,JEWS,V1
107,"Më bën të qesh, pse të mos jenë të bardhët supremë në një vend kryesisht të bardhë? Pse askush nuk ankohet për supremacinë e zezakëve në vendet e tyre si Somalia? Apo supremacia meksikane? Apo ajo indiane? Vetëm ne duam të durojmë këtë budallallëk.","any belief of a certain race or ethnicity being superior to another is problematic, not just white supremacy.",other,V1
108,"Qeveria britanike publikoi së fundmi një dokument për ‘Dëmet Online’ – me fjalë të tjera do të punojnë me organizata hebraike dhe myslimane kundër urrejtjes për të censuruar internetin. (Duke iu referuar Tell Mama, CST dhe Stop Hate UK)","Anti-hate organisations are doing brilliant work, and getting rid of hate speech isn't a bad thing.",other,V1
109,Cili është ndryshimi mes një lope dhe Holokaustit? Ti ndalon së mjeluri lopën pas 70 vitesh.,"And yet genocides have happened across the world since. Perhaps, the Holocaust would be forgotten if it's lessons had been learned but they haven't.",JEWS,V1
110,Lëngu (hebrejtë) janë arsyeja pse Amerika detyrohet të pranojë çdo mbeturinë që troket në derë. Ata duan që ky vend të përzihet dhe të bëhet budalla që të mund ta sundojnë unanimisht me pëlqimin e heshtur dhe të bindur të skllevërve të tyre të rinj.,"2018 saw America take in the fewest refugees in the last 40 years.",JEWS,V1
111,"Kjo është arsyeja pse gratë nuk i përkasin politikës, nëse një burrë do të ankohej si ato, do ta quanin frikacak dhe do t’i thoshin të largohej. Barazia është një gënjeshtër dhe feminizmi është një dënim me vdekje për çdo civilizim.","If we analyse the current political state of Britain at the moment it doesn't prove much about a man's ability to run the country smoothly. Politics is hard for all genders.",WOMEN,V1
112,Ndoshta OKB mund të flasë me ato vende aziatike dhe afrikane përgjegjëse për mbi 90% të ndotjes së oqeaneve në vend që të insistojë në këtë marrëzi për ndryshimet klimatike.,"The fact that ocean pollution is a huge environmental problems, does not rule out that climate change is a global problem too, and everyone should help to combat it.",other,V1
113,"‘Lëngu (hebrejtë) janë më të këqinj se bombat bërthamore.’ Përshkrim në një meme që tregon Hiroshima 1945 dhe sot, krahasuar me foto të Detroit 1945 dhe sot.",So you are saying that you'd rather be nuked than live with them?,JEWS,V1
114,Numri i të huajve që marrin përfitime në MB është rritur me 41% në 5 vjet me mbi 400 mijë që tani marrin pagesa. Kjo marrëzi duhet të ndalet.,Are you worried about government expenditure? Because it has been shown that migration reduces pressure on government debt over time: migrants are more likely to be workers that contribute to our economy with taxes.,MIGRANTS,V1
115,"Hebrenjtë nuk mund të jenë patriotë, pasi besnikëria e tyre do të jetë gjithmonë për Izraelin.","You can have parents from all over the world, and still be a patriot for our country.",JEWS,V1
116,"Izraeli, sionizmi dhe kontrolli supremacist hebre mbi Amerikën janë shkaqet kryesore të terrorizmit, paqëndrueshmërisë dhe konflikteve në botë. Të gjitha teoritë e tjera janë shmangie nga kjo e vërtetë e fundit.","Alternatively, I think that the main causes of radicalisation and extremism are colonialism and the many Western military interventions abroad.",JEWS,V1
117,"Gratë janë në thelb si fëmijë, ato mbeten kështu gjatë pjesës më të madhe të jetës. Të buta dhe emocionale. Kjo e ka shkatërruar civilizimin tonë dikur të madh patriarkal.","Would you say the same thing to your mother, or to the nurses who treat you in hospital, or the teacher who taught you in school?",WOMEN,V1
118,Numri i të huajve që marrin përfitime në MB është rritur me 41% në 5 vjet me mbi 400 mijë që tani marrin pagesa. Kjo marrëzi duhet të ndalet.,"Do you know how much money ""foreigners"" are giving the UK in taxes? If you knew that then you would see how much we have to thank them for. Maybe it would be better to focus on stopping tax evasion.",MIGRANTS,V1
119,"Kush dreqin je ti? Na vjen përpjetë nga këto feministe që urrejnë meshkujt e bardhë të fuqishëm, kur vetë janë vetëm xheloze, të paafta dhe të padobishme.",So useless that it also takes a women to generate a man... right?,WOMEN,V1
120,"Gratë janë në thelb si fëmijë, ato mbeten kështu gjatë pjesës më të madhe të jetës. Të buta dhe emocionale. Kjo e ka shkatërruar civilizimin tonë dikur të madh patriarkal.",Are brutality and cruelty are much better than softeness and emotions then? If we keep on reasoning like this we will perpetuate socially constructed gender norms which oppress both men and women.,WOMEN,V1
121,"Më bën të qesh, pse të mos jenë të bardhët supremë në një vend kryesisht të bardhë? Pse askush nuk ankohet për supremacinë e zezakëve në vendet e tyre si Somalia? Apo supremacia meksikane? Apo ajo indiane? Vetëm ne duam të durojmë këtë budallallëk.",Do we really need supremacy? Can't we all live peacefully since we are all created equal in the eyes of God?,other,V1
122,"Filluam të shpërbëheshim kur lejuam gratë të votonin/të ndërhynin në civilizimet tona që i kishim ndërtuar dhe mbajtur për mijëra vjet. Një energji dhe mendësi krejtësisht tjetër. Ato janë të dobëta dhe e ulën shoqërinë tonë në nivelin e tyre emocional të butë.","Why is being 'soft' a problem? Everyone is entitled to their emotions and feelings, without being trapped into a gender stereotype.",WOMEN,V1
123,"Ekstremistët sionistë komplotojnë në Jeruzalem. Objektivat e tyre janë të shkaktojnë kaos, masakra, vrasje, të krijojnë më shumë refugjatë dhe të shkatërrojnë Evropën.",Why should they? I wonder if you have any evidence that makes you believe this.,JEWS,V1
124,"Një hebre amerikan, ashtu si një mysliman, është një i jashtëm, besnik ndaj fisit të tij të lindjes, që sillet si pjesë e grupit për të nënshtruar normat kulturore, politike dhe sociale. Nuk kemi pse të zgjedhim, është në rregull t’i urrejmë të dy.","We can also choose NOT to hate, and start to build bridges to better understand each other.",other,V1
125,"Sekretari i Arsimit në MB: ‘Të gjithë fëmijët nga mosha 4 vjeç do të kenë mësime të detyrueshme për marrëdhëniet e të njëjtit seks.’ – Kjo nuk ka të bëjë me edukimin, ka të bëjë me ngatërrimin dhe indoktrinimin e fëmijëve dhe pengimin e zhvillimit të personalitetit të tyre.",We are always evolving as a society as time goes. Same sex relationships are a part of our world now. Why should we hide different ways of life from our children?,LGBT+,V1
126,"Që kur është bërë abuzimi i anusit si organ seksual një 'arritje monumentale'? KJO ËSHTË HOMOSEKSUALITET I IMPONUAR NGA SHTETI! Ndoshta duhet ta ndryshojmë moton tonë në ‘Besojmë te Kamata dhe Sodomia’ (në përgjigje të dekriminalizimit të homoseksualitetit nga Botsvana).",To recognise and accept others isn't state enforcement. It's just stating that we should stop the persecusion of people who have different private lifes.,LGBT+,V1
127,"Kjo është arsyeja pse gratë nuk i përkasin politikës, nëse një burrë do të ankohej si ato, do ta quanin frikacak dhe do t’i thoshin të largohej. Barazia është një gënjeshtër dhe feminizmi është një dënim me vdekje për çdo civilizim.","Our goal as a democratic society is to have a more positive and respectful political environment, where inclusivity and representation of all types of people is enforced. Therefore women do belong in politics.",WOMEN,V1
128,Pakistan: 202 milion Nigeria: 193 milion Bangladesh: 165 milion Etiopi: 107 milion Kongo: 84 milion Britania e Madhe: 66 milion ‘Pakicat etnike’ Mos më bëj të qesh.,"Sorry, but you should consider the percentage of the population within Great Britain... This makes them a minority, not the actual number in their respective countries.",MIGRANTS,V1
129,Pakistan: 202 milion Nigeria: 193 milion Bangladesh: 165 milion Etiopi: 107 milion Kongo: 84 milion Britania e Madhe: 66 milion ‘Pakicat etnike’ Mos më bëj të qesh.,Does not matter if their are a minority or not. Everyone deserves respect and protection and human rights. This is what makes us a democratic country.,MIGRANTS,V1
130,"E mora këtë në Wanstead, lindje të Londrës. Një zonë me shtëpi mbi 1 milion £. Lypës në rrugën kryesore dhe dikush që fle në stol. Nuk mund të strehojmë njerëzit tanë, por sjellim miliona të tjerë. Të thuash që pastrehësia vjen nga emigracioni i pakontrolluar të quajnë ‘racist’.","There are so many empty homes in our country that we could house every single homeless person, without the need to build a single apartment. It is the government that chooses not to. Homelessness is about wealth inequality not migration. If you genuinely care about poverty you need to question power structures and wealth distribution.",MIGRANTS,V1
131,Ata kanë fuqinë të ndalojnë filmat dhe të censurojnë regjisorët, kjo është provë që hebrenjtë kontrollojnë Hollywood-in.,"The ultra rich people in this industry have the power to censure and influence, regardless of their religion.",JEWS,V1
132,Ndoshta OKB mund të flasë me ato vende aziatike dhe afrikane përgjegjëse për mbi 90% të ndotjes së oqeaneve në vend që të insistojë në këtë marrëzi për ndryshimet klimatike.,"We are all to blame here. What we really need is to work hand in hand to create sustainable change, rather than pointing fingers at others.",other,V1
133,Ata kanë fuqinë të ndalojnë filmat dhe të censurojnë regjisorët, kjo është provë që hebrenjtë kontrollojnë Hollywood-in.,"Not sure how Jewish people could ""control"" Hollywood being a minority.",JEWS,V1
134,Feministet kanë fituar. Me kaq shumë gra që nuk duan të riprodhojnë ne do të zëvendësohemi dhe do të humbasim civilizimin tonë.,"Feminism is first and foremost a battle for the equal rights of ALL sexes, so a fight for this has nothing to do with procreation and civilisation.",WOMEN,V1
135,"Gratë janë në thelb si fëmijë, ato mbeten kështu gjatë pjesës më të madhe të jetës. Të buta dhe emocionale. Kjo e ka shkatërruar civilizimin tonë dikur të madh patriarkal.","Patriarchy is a curse: since they are young, men are told to be tough and strong, to bear all the burdens while being emotionless. This has led to higher levels of suicide amongst men. I don't see this as an indicator of a ""great civilization"".",WOMEN,V1
136,Nazistët ishin të dobët në vrasjen e hebrenjve… kudo që shikon ka të mbijetuar nga Holokausti.,"If you think that the murder of around 6 million Jews was a failure you have serious problems. It is still 6 million more than should ever have happened.",JEWS,V1
137,"‘Holokausti’ është një biznes. Është përdorur dhe ende përdoret për të shtrënguar miliona dëmshpërblime nga vendet evropiane dhe për të krijuar një mur paprekshmërie prapa të cilit hebrenjtë mund të veprojnë lirshëm pa kritika.","The Jews suffered horribly during WWII, as did many other groups. Reparation is just a simple way to enable survivors to rebuild their lives. It is also a small step toward regaining our humanity.",JEWS,V1
138,Nazistët ishin të dobët në vrasjen e hebrenjve… kudo që shikon ka të mbijetuar nga Holokausti.,"The holocaust was hugely tragic, and we are blessed to have survivors to teach us what pure evil is. So not to make the same mistakes over and over again.",JEWS,V1
139,"Sekretari i Arsimit në MB: ‘Të gjithë fëmijët nga mosha 4 vjeç do të kenë mësime të detyrueshme për marrëdhëniet e të njëjtit seks.’ – Kjo nuk ka të bëjë me edukimin, ka të bëjë me ngatërrimin dhe indoktrinimin e fëmijëve dhe pengimin e zhvillimit të personalitetit të tyre.","If this 'indoctrination' is about teaching children that there many ways to be happy, and that their feelings count, then this is something I totally agree with.",LGBT+,V1
140,"Gratë janë në thelb si fëmijë, ato mbeten kështu gjatë pjesës më të madhe të jetës. Të buta dhe emocionale. Kjo e ka shkatërruar civilizimin tonë dikur të madh patriarkal.","Then you probably have never heard of Rosa Parks, Emmeline Pankhurst or Florence Nightingale, all women with a very strong personalities.",WOMEN,V1
141,"Gratë janë në thelb si fëmijë, ato mbeten kështu gjatë pjesës më të madhe të jetës. Të buta dhe emocionale. Kjo e ka shkatërruar civilizimin tonë dikur të madh patriarkal.",This reasoning is the equivalent of the stigma around men showing emotions and as equally unhelpful.,WOMEN,V1
142,"Sekretari i Arsimit në MB: ‘Të gjithë fëmijët nga mosha 4 vjeç do të kenë mësime të detyrueshme për marrëdhëniet e të njëjtit seks.’ – Kjo nuk ka të bëjë me edukimin, ka të bëjë me ngatërrimin dhe indoktrinimin e fëmijëve dhe pengimin e zhvillimit të personalitetit të tyre.","If the point of education is to learn about the world and inform people about things that happen in nature, then same sex relationship is one of these things to be informed about, since it happens within many species of animals...",LGBT+,V1
143,"Që kur është bërë abuzimi i anusit si organ seksual një 'arritje monumentale'? KJO ËSHTË HOMOSEKSUALITET I IMPONUAR NGA SHTETI! Ndoshta duhet ta ndryshojmë moton tonë në ‘Besojmë te Kamata dhe Sodomia’ (në përgjigje të dekriminalizimit të homoseksualitetit nga Botsvana).",Respecting people with different habits that do not harm anyone is a monumental achievement indeed!,LGBT+,V1
144,"‘Holokausti’ është një biznes. Është përdorur dhe ende përdoret për të shtrënguar miliona dëmshpërblime nga vendet evropiane dhe për të krijuar një mur paprekshmërie prapa të cilit hebrenjtë mund të veprojnë lirshëm pa kritika.",Reparation is a normal and established historical process that has happened many times. When many people have lost their lives it makes perfect sense.,JEWS,V1
145,"‘Holokausti’ është një biznes. Është përdorur dhe ende përdoret për të shtrënguar miliona dëmshpërblime nga vendet evropiane dhe për të krijuar një mur paprekshmërie prapa të cilit hebrenjtë mund të veprojnë lirshëm pa kritika.","Considering all the criticisms of the state of Israel (however right or wrong, does not matter) I don't see how you can say that Jews are operating ""with impunity, free from criticism.""",JEWS,V1
146,"‘Holokausti’ është një biznes. Është përdorur dhe ende përdoret për të shtrënguar miliona dëmshpërblime nga vendet evropiane dhe për të krijuar një mur paprekshmërie prapa të cilit hebrenjtë mund të veprojnë lirshëm pa kritika.",Are you implying that reparitions for an attempt at ethnic cleansing on a huge scale is an unreasonable request?,JEWS,V1
147,"E mora këtë në Wanstead, lindje të Londrës. Një zonë me shtëpi mbi 1 milion £. Lypës në rrugën kryesore dhe dikush që fle në stol. Nuk mund të strehojmë njerëzit tanë, por sjellim miliona të tjerë. Të thuash që pastrehësia vjen nga emigracioni i pakontrolluar të quajnë ‘racist’.","Considering that this is an area of houses over £1m, perhaps the problem is the lack of affordable housing, not immigration.",MIGRANTS,V1
148,Pakicat votojnë për t’u hequr pasurinë dhe pushtetin të bardhëve dhe ato organizohen për ta bërë këtë nga hebrenjtë.,"If redistributing wealth from people who have too much money to the poor is promoted by Jews, then I want to become a Jew too!",JEWS,V1
149,E tolerova krenarinë e homoseksualëve. I tolerova homoseksualët në TV dhe në çdo shesh qyteti. Vijën e kuqe e vë tek demonët trans që u lexojnë libra fëmijëve. (rreth kohës së tregimeve të drag queens),"People reading stories to children, is this what makes you upset? Really?",LGBT+,V1
