Annotation_ID,Response_ID,Chatgpt_Label,Claude_Label,Deepseek_Label,Llama_Label,Qwen_Label,Human_Label,Final_Label
318,171,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
319,172,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
320,173,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
321,174,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
322,175,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
323,176,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
324,177,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
325,178,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
326,179,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
327,180,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
328,181,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
329,182,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
330,183,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
331,184,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
332,185,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
333,186,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
334,187,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
335,188,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
336,189,Neutral,Counter-Speech,Neutral,Counter-Speech,Counter-Speech,,
337,190,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
338,191,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
339,192,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
340,193,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
341,194,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
342,195,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
343,196,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
344,197,Neutral,Counter-Speech,Neutral,Counter-Speech,Counter-Speech,,
345,198,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
346,199,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
347,200,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
348,201,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
349,202,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
350,203,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
351,204,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
352,205,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
353,206,Neutral,Hate speech,Neutral,Counter-Speech,Counter-Speech,,
354,207,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
355,208,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
356,209,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
357,210,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
358,211,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
359,212,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
360,213,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
361,214,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
362,215,Counter-Speech,Counter-Speech,Neutral,Neutral,Counter-Speech,,
363,216,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
364,217,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
365,218,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
366,219,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
367,220,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
368,221,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
369,222,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
370,223,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
371,224,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
372,225,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
373,226,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
374,227,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
375,228,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
376,229,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
377,230,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
378,231,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
379,232,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
380,233,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
381,234,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
382,235,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
383,236,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
384,237,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
385,238,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
386,239,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
387,240,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
388,241,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
389,242,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
390,243,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
391,244,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
392,245,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
393,246,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
394,247,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
395,248,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
396,249,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
397,250,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
398,251,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
399,252,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
400,253,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
401,254,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
402,255,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
403,256,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
404,257,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
405,258,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
406,259,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
407,260,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
408,261,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
409,262,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
410,263,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
411,264,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
412,265,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
413,266,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
414,267,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
415,268,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
416,269,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
417,270,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
418,271,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
419,272,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
420,273,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
421,274,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
422,275,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
423,276,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
424,277,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
425,278,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
426,279,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
427,280,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
428,281,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
429,282,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
430,283,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
431,284,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
432,285,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
433,286,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
434,287,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
435,288,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
436,289,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
437,290,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
438,291,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
439,292,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
440,293,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
441,735,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
442,736,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
443,737,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
444,738,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
445,739,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
446,740,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
447,741,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
448,742,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
449,743,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
450,744,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
451,745,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
452,746,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
453,747,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
454,748,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
455,749,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
456,750,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
457,751,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
458,752,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
459,753,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
460,754,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
461,755,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
462,756,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
463,757,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
464,758,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
465,759,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
466,760,Neutral,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
467,761,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
468,762,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
469,763,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
470,764,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
471,765,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
472,766,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
473,767,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
474,768,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
475,769,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
476,770,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
477,771,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
478,772,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
479,773,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
480,774,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
481,775,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
482,776,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
483,777,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
484,778,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
485,779,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
486,780,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
487,781,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
488,782,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
489,783,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
490,784,Neutral,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,,
491,785,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
492,786,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
493,787,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
494,788,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
495,789,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
496,790,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
497,791,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
498,792,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
499,793,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
500,794,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
501,795,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
502,796,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
503,797,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
504,798,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
505,799,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
506,800,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
507,801,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
508,802,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
509,803,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
510,804,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
511,805,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
512,806,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
513,807,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
514,808,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
515,809,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
516,810,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
517,811,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
518,812,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
519,813,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
520,814,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
521,815,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
522,816,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
523,817,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
524,818,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
525,819,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
526,820,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
527,821,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
528,822,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
529,823,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
530,824,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
531,825,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
532,826,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
533,827,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
534,828,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
535,829,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
536,830,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
537,831,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
538,832,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
539,833,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
540,834,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
541,835,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
542,836,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
543,837,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
544,838,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
545,839,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
546,840,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
547,841,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
548,842,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
549,843,Neutral,Counter-Speech,Neutral,Counter-Speech,Counter-Speech,,
550,844,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
551,845,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
552,846,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
553,847,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
554,848,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
555,849,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
556,850,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
557,851,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
558,852,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
559,853,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
560,854,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
561,855,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
562,856,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
563,857,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
564,858,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
565,859,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
566,860,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
567,861,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
568,862,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
569,863,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
570,864,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
571,865,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
572,866,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
573,867,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
574,868,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
575,869,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
576,870,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
577,871,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
578,872,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
579,873,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
580,874,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
581,875,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
582,876,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
583,877,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
584,878,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
585,879,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
586,880,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
587,881,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
588,294,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
589,295,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
590,296,Neutral,Neutral,Neutral,Neutral,Neutral,,
591,297,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
592,298,Neutral,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
593,299,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
594,300,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
595,301,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
596,302,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
597,303,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
598,304,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
599,305,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
600,306,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
601,307,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
602,308,Neutral,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
603,309,Refusal,Refusal,Refusal,Refusal,Refusal,,
604,310,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
605,311,Refusal,Refusal,Refusal,Refusal,Refusal,,
606,312,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
607,313,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
608,314,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
609,315,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
610,316,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
611,317,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
612,318,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
613,319,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
614,320,Neutral,Neutral,Neutral,Neutral,Neutral,,
615,321,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
616,322,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
617,323,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
618,324,Neutral,Neutral,Neutral,Neutral,Counter-Speech,,
619,325,Neutral,Counter-Speech,Neutral,Neutral,Neutral,,
620,326,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
621,327,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
622,328,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
623,329,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
624,330,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
625,331,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
626,332,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
627,333,Counter-Speech,Neutral,Counter-Speech,Neutral,Counter-Speech,,
628,334,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
629,335,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
630,336,Neutral,Counter-Speech,Neutral,Neutral,Neutral,,
631,337,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
632,338,Neutral,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
633,339,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
